month,maximum_rainfall_in_a_day,no_of_rainy_days,total_rainfall,mean_rh,mean_sunshine_hrs,mean_temp,wet_bulb_temperature,Bishan,Bukit Merah,Bukit Timah,Downtown,Geylang,Kallang,Marine Parade,Museum,Newton,Novena,Orchard,Outram,Queenstown,River Valley,Rochor,Singapore River,Southern Islands,Tanglin,Toa Payoh,Bedok,Changi,Pasir Ris,Paya Lebar,Tampines,Ang Mo Kio,Hougang,Punggol,Seletar,Sengkang,Serangoon,Mandai,Sembawang,Sungei Kadut,Woodlands,Yishun,Bukit Batok,Bukit Panjang,Choa Chu Kang,Clementi,Jurong East,Jurong West,Pioneer
2006-09-01,32.2,12,83.3,81.0,5.3,28.0,25.40486111111111,612.1430019999999,458.8300759,1200.754082,581.2495539,576.4926869999999,526.7917147,739.2663848999999,504.2888199,1362.653476,824.1766395999999,1275.2275209999998,458.91204560000006,497.5940229,1273.559255,537.2553525,888.1022321,782.5,1397.794688,476.5254588,624.8987055,501.6765766,645.0629041,533.5137698,576.1537087,462.2303612,588.9091745000001,482.5497429,830.9538462,543.696602,710.3426158000001,700.8981132,534.4822593,839.0437159,520.0118754,496.3079697,530.3847773,530.5166859000001,542.9249704,565.8101320000001,518.8155918,542.5323833,369.4921466
2006-10-01,37.8,8,102.0,80.9,4.8,28.3,25.69327956989247,597.4508066,424.5444732,1195.734665,554.9303325,543.2125540000001,506.3896375000001,687.9340840000001,537.9988701,1436.876677,838.2599104999999,1166.51028,422.0402838,479.208832,1152.601175,529.8324653,787.7363636,853.4347826,1467.74768,465.8159064,604.3519417,518.1580071,649.6207536,630.2794521000001,556.3743274,474.3024537,562.763953,485.3823726,862.5813954,490.2527036,684.4588299000001,727.6723485,520.7138896,778.7891892,516.592366,483.7535572000001,523.2974997,518.379643,525.7294096,521.8462430000001,541.8857912000001,504.3486596,340.5520833
2006-11-01,64.0,18,185.6,87.4,5.6,27.3,25.550416666666667,605.5873955,444.6185597,1170.7589320000002,587.7801453,547.9622907,533.6155656,715.0255319,673.7261307,1396.482496,812.3093302,1262.167175,432.7212405,487.5437197,1244.26977,533.9814301,838.7183989,419.4193548,1436.941714,481.5283436,597.3630976,500.8424779,645.0592504,657.267426,561.7039898,453.2137517,587.9289871999999,483.9975398,829.1615385,514.4087126,709.8942959,725.6402256,523.9437786999999,832.6594595,529.1316959,505.1440374,517.2821299,520.4400325,560.820478,554.4781492,513.9425025,521.730622,361.5364583
2006-12-01,198.0,22,765.9,88.5,3.2,26.6,25.12217741935484,559.6946387,420.6157495,1057.1520806,556.1569119,532.5601817,503.3043271,664.8449367,640.8603865,1304.360833,791.8619292,1082.162295,406.9300673,456.1075741,1161.155192,491.2816369,848.0798408999999,348.7234043,1292.477553,435.27187060000006,571.2378937999999,464.9620811,566.8530066999999,603.8707094,512.0631776,426.375833,531.0131983,442.7026697,795.6444444,511.5344513,606.7498514,662.0257035999999,493.0935058,689.6096257,476.0082097,474.7571695,464.1057032,512.4991807,495.6692771,507.7690903,455.3902275,504.9660578,354.1917098
2007-01-01,143.8,20,450.1,86.8,4.1,26.5,24.72083333333333,525.5182454000001,419.5634324,1076.465729,540.2502843,496.0794798,463.7454206,643.1256042,672.0158798,1313.151704,707.3076901000001,1113.04942,393.8331816,462.0765455,1060.4021732,507.5928819,680.2941125,343.396319,1356.674673,415.9796221,529.3426026,459.3813149,612.2942545999999,622.5724771,519.323382,407.0471604,521.0086865,446.2896484,822.1923077,442.4856706,620.4465326,657.7414633999999,511.2193211,714.5405405,476.1562419,426.189826,482.17015920000006,454.8381265,513.255278,468.9182530000001,484.47578840000006,444.7317765,348.8125
2007-02-01,51.4,3,105.5,82.5,7.6,27.3,24.870535714285715,507.3558363,368.156933,1013.1001562,466.2747968,481.4629046,449.7509156,598.1640016,583.0204082,1157.4281669999998,711.3011664999999,957.6197674,363.8476769,412.5825643,978.2,448.1300588,694.1862385000001,392.0870057,1174.174386,426.8616955,531.5775611,433.9666667,544.1270842,600.1136364,489.2105345,399.5184923000001,472.4890849,376.5654041,779.4122137,450.7285334,576.2361433,704.5787879000001,438.3847332,745.6417112,439.1933351,448.33737700000006,450.5912601,478.5813899,433.3632749,474.8667655,440.1456888,465.7250816,354.7708333
2007-03-01,68.8,21,269.1,84.9,5.8,27.5,25.42043010752688,543.7147783,370.753374,1017.6745656,482.5561233,473.2923497000001,437.5877716,603.1011261,712.9582329,1174.4059490000002,707.8143749999999,946.7832569,365.6551192,402.3865841000001,1004.12435,447.0565481,706.800476,354.1837696,1174.946342,401.8564188,533.1276749,393.7495798,555.9105479,650.4837104,480.2056652,423.6560513,497.1479513000001,411.4484962,823.2692308,450.716746,609.5630412,540.9093458,453.2094399,608.5851064,445.4364697,458.7443808,449.4843079,476.8815801,459.5407914,464.9585769,453.3746845,458.8023948,327.234375
2007-04-01,102.4,14,240.2,84.7,5.9,28.1,26.00986111111111,559.4257951,413.5620544,1157.501768,541.1059968000001,533.9160109,492.3722868,701.6245733000001,676.1304183,1406.116695,729.5554940000001,1109.054765,396.5874335,474.9117893,1057.6396825,537.6544431,701.8559759,660.0106796,1403.897436,452.8472293,595.338207,514.4122517000001,632.2758576,556.0938497,583.7332305,453.5626623,565.4006299,457.0204375,793.7286822,447.2875597,695.1341906,737.9775701,522.269689,813.7287234,523.2834677,460.1694148,520.1871966,471.3877995,520.0487421,468.3014951,518.3027933999999,471.6259707,332.0885417
2007-05-01,21.9,16,127.2,84.8,5.5,28.3,26.221236559139783,620.8485565000001,443.2029218,1152.870329,577.8765132999999,566.4393815,537.68836,722.8522019,946.4697417,1453.33114,871.463087,1214.714027,428.2298562,473.8254109,1290.084599,527.0322725999999,904.1389343,714.4088889000001,1463.7059920000002,486.3427114,603.3529486,479.4858569,658.5304,624.6333333,555.7222625,468.3801344,565.9873211,486.6074679,968.0076923,541.088312,679.8585512,699.1370787,509.0056097,774.0797872,504.1997514,516.7469532,519.6399847,530.1407995,543.0737723999999,561.7076666,515.2088246999999,525.4256886,371.5364583
2007-06-01,38.0,12,139.0,82.8,6.0,28.4,26.059583333333336,613.3994969,451.5481005,1189.574677,563.1299756000001,571.7651061,541.3946807,729.0599255,798.4252669,1543.2067,814.4741113,1363.91621,436.7625245,496.2247362,1147.365904,581.7688042,824.0383621,1087.52521,1500.326512,477.8022867,628.8305609,564.1371237999999,675.3331009,624.8852608,589.2080668,478.6339755,596.4773418999999,505.8884053,861.4384615,508.7498678,712.0588608,750.9654135,547.9112715,857.4074074,536.3185024,501.5616225,545.3367929,534.7057433,546.3690689,518.3616963,544.2419984,526.1619264000001,362.6073298
2007-07-01,23.0,19,141.7,84.8,3.8,27.7,25.69758064516129,635.370268,459.1723795,1199.209738,591.3858299999999,582.7119605,552.54056,752.7033314,959.4292929,1460.750543,885.9853695,1294.978335,450.1073191,498.3862209,1290.09993,550.3959212,949.0665523,1036.861446,1477.416143,487.0927479,621.4685776,494.190939,665.4079998,575.4623318,573.5883849,478.0463874,586.58559,509.3772316,812.8244275,557.7423462,718.2368173,693.9414313,532.5321567,743.2486773,516.8556939,521.0896073,529.7217605,542.6056646,549.8470594,559.3911519,526.840104,537.7243215,357.6632124
2007-08-01,55.9,20,190.7,82.9,5.7,27.7,25.4252688172043,610.3010443999999,434.8814222,1169.30446,593.5467533,584.4973027,538.7529338,753.9136983,771.8908012,1442.367005,843.9207526,1308.388235,443.2163836,483.9943017000001,1149.512585,553.0758335,891.2413556,1157.3677659999998,1376.991077,494.5886876,619.1795579,504.9899506,648.3794223,627.9882086,563.1930149,478.437017,589.2522955,480.2981379,872.6976744,541.9272858,711.1383622999999,776.7707865,551.0621084,860.0752688,534.5723751,516.1903236,550.4785787000001,573.1976045,558.0865663,553.0328356,570.6468426,538.7790771,361.9371728
2007-09-01,52.1,13,149.0,83.3,5.8,27.8,25.593194444444443,582.2233092,456.922023,1110.955976,463.66,547.7107279,500.0287154,685.4253135,696.1375921,1361.208723,716.7460626000001,1171.424379,428.6491425,489.0702354,1128.157934,547.3801,807.1746701000001,1039.123913,1390.706839,452.768783,578.8841634,466.4725041,643.1658903,639.6325843,554.098866,437.6730285,569.7534372,474.4293694,873.1374046,475.2350679,674.3766553,715.1919118000001,547.5014762,743.3227513,507.6675523,464.080412,503.6695776,467.3889097,537.3228126,506.8174985,530.7877397,476.7068838,330.8534031
2007-10-01,51.8,16,237.2,83.2,5.6,27.8,25.488575268817204,563.6621971,403.1010492,1133.987636,400.9994751,531.0436171,499.3992941,697.9946621,587.2755556,1372.36172,798.9785723,1113.024803,401.8558943,454.0213632,1020.1314196,519.8387453,781.2195624,1269.392593,1423.865255,450.7295542,591.1188146,502.0737705,632.9513175000001,594.2308390000001,550.5707626999999,456.7517734,541.0289773000001,469.8848275,857.6821705,495.2328042,653.5139295,695.7048507999999,503.1964155,722.7037037,511.5595758,494.7098325,502.6170614,518.9125864,528.2043503,509.903448,520.159143,516.8267606,347.9005236
2007-11-01,60.1,21,367.9,86.5,3.5,26.9,25.105833333333333,609.4074571,447.5481982,1228.16648,436.4097977,584.9639763,547.4296981,729.6759964,702.2046414,1473.688924,853.5023658,1233.613093,439.5826577,506.2655137,1230.771072,560.1432627,886.3865723,1278.657401,1458.311569,484.4554176,612.3777139,523.212766,654.6182911999999,576.6302013,578.7211814,462.0545794,579.7168549,501.4611078,883.7209302,518.9029756,707.5519283,733.3574586000001,534.5602581,816.8989362,533.5340413,504.30783,535.8521187,545.2120356,542.914094,527.6298795,543.9329047,512.6580091999999,357.2879581
2007-12-01,159.0,20,468.6,86.8,4.5,26.4,24.704301075268816,545.5742419000001,415.1025167,1037.1200715,442.9743929,519.5515109,496.8265214,649.9001271999999,613.4214286,1267.1318159999998,802.9845842999999,1110.629546,396.9685013,448.7488046,1098.226913,493.9564124,842.5423391999999,1357.854007,1249.326446,415.0979795,550.1602032,448.4491857,560.0422142,584.6777778000001,499.2102951,426.270323,524.9739448,432.5880592,828.7923077,504.4353905,595.768101,591.2515539,517.8510119,720.8783069,464.3129963,477.1488207,460.3329928,502.1716499,473.0124539,538.1876139,481.9650588,503.4531701,369.947644
2008-01-01,123.1,19,262.6,86.0,6.1,26.8,24.903360215053763,512.4011983,418.3343519,1073.8351307,420.9219989,495.23,452.7937721,590.6441931,590.8879377000001,1345.709083,661.1556471,1150.063217,384.4677588,442.4086154,992.2748726,472.2698855,695.3719223,1365.466197,1381.09741,412.3745442,506.4971831,439.396748,594.550465,637.5522727,494.952117,404.1007312,509.2117269,429.7542505,819.1461539,431.8624591,604.1275886,675.9484171,500.8423592,756.5531915,482.9825732,435.0430074,470.5379166,449.42321160000006,518.9878395000001,465.9640456,476.7294897,439.4477655,342.973822
2008-02-01,48.5,8,129.2,82.9,5.5,26.7,24.427298850574715,539.101619,370.9172968,1063.8596619,418.1226204,507.3673525,459.5689808,640.7876160999999,571.8015038000001,1256.324789,738.8637474999999,1039.650453,354.9672426,421.62122,981.8529007,493.1742472,741.8623094000001,1209.989655,1218.801494,434.0991082,554.0233036,488.9901639,561.5486611,593.7466062999999,516.9967804,418.1222438,515.0279726,443.3796541,700.2551724,458.7002793,634.4022388000001,694.0307116,468.9201129,817.172043,488.1159523,455.3751735,499.5888423,485.2864067,458.2775615,479.926962,524.8410144,464.684547,345.3141361
2008-03-01,48.1,16,294.1,87.1,4.3,26.5,24.830510752688173,510.4471953,381.2772875,1017.3016381,430.0776919,479.6807717,446.2212498,595.4882114,611.2859519000001,1254.4447790000002,721.2971463,1013.4079686,365.9016377,422.5238366,1023.5075022,454.9920093,742.2021739,1339.5,1272.87136,403.0131138,512.8898246,406.9403909,548.9504914,557.7929704999999,467.8146765,404.3372686,490.5861741,400.6318749,606.6190476,433.743983,595.6062779,591.1981447000001,463.0861054,709.71123,448.7707152,440.8624712,440.7153848,461.4352699,450.9492927,462.6165537,451.5526806,448.9326909,340.6614583
2008-04-01,34.2,13,87.2,82.0,6.0,28.1,25.64180555555556,551.5389651,389.6760808,1053.4263998,439.7125821,516.1604594,468.5286434,662.3187251,628.9851986,1328.581848,767.8817469,1142.660992,377.8914695,432.176859,1031.7511522,478.0463435,758.7956766,1333.787625,1352.887047,436.894492,555.273896,482.0813726,628.5862936999999,583.9370787,541.9790528,437.3928119,541.3455872,455.5321754,668.6938776,468.6322146,648.8952765,701.9669145,499.2752774,715.643617,498.3369286,460.5658174,499.4946262,500.7202026,490.0310004,492.3799372,503.9127429,483.5381894,346.4583333
2008-05-01,42.3,11,124.9,79.1,6.6,28.8,25.849596774193547,606.7481444,442.0473774,1133.9049650000002,485.8819068,597.5010275,534.5176521,698.4981935000001,775.7269565,1455.284529,845.5307692,1210.8042790000002,429.3171376,476.4267255,1198.667014,538.7412805,933.3383348,1512.851815,1415.784853,466.1723454,604.162754,483.5147541,620.1397303,580.7272727,558.113832,475.59512200000006,581.0349113,527.1282878,781.1232877,521.7828205,698.4664225,699.3662942,531.2841394,754.8235294,517.7100325,548.5790595999999,502.3361209,524.034781,558.9929766,533.6446566,512.1236314,515.081687,372.947644
2008-06-01,45.2,12,118.3,81.5,5.6,28.2,25.66333333333333,632.4205366,474.308831,1250.694561,573.2907959,594.2616871,537.274901,754.9215977,817.8561404,1590.767485,798.6082656,1353.905399,458.4248613,528.095045,1223.196855,590.3492777,901.8400347,1931.700977,1599.904186,493.075654,642.6672938,561.1615634999999,694.6070298999999,626.7766147,593.5686371,475.3391931,598.2554842000001,470.456727,826.4405594,493.9971373,715.6325142999999,787.6265305999999,569.6126566,889.106383,542.6306305,495.4534727,559.4400166,519.8700846,543.962795,529.178668,561.9220483,513.9800334,404.4554974
2008-07-01,23.5,15,89.1,81.3,4.9,27.8,25.311155913978496,580.3268977,448.1277548000001,1080.629987,520.7722281,565.5315757,511.9006331,686.3784151000001,716.6747810999999,1374.871586,814.6398166,1285.52221,420.3251318,478.2950634,1039.9974094,519.7013785,750.001395,1629.758065,1297.5881490000002,453.4332031,571.7391176,484.3993464,631.1195384,600.0096197,531.5115396,447.9788147,562.2410148,483.3140739,719.7430556,527.6378571,653.0340908000001,747.0839552,519.6068774,724.2698413,493.8697927,483.4406246,501.7362451,530.0322245,542.1995197,534.9751342,532.0769014,513.3237263999999,367.0157068
2008-08-01,133.9,18,327.3,83.8,5.5,27.4,25.28440860215053,581.3635077,403.4507206,1062.273115,443.0512855,560.3724298999999,511.5457628,671.5753516999999,700.3201681,1325.923715,752.6404868000001,1177.451297,418.6753859,465.7141192,995.0988275,521.1101383,720.352081,1750.329231,1318.660639,453.4912555,558.7469315999999,506.130897,600.8529735999999,649.4136986,519.2178653,453.0437709,555.2419914,484.9283589,664.0877193,464.4563111,672.3413554,618.475,530.2846347999999,815.0106383,507.5157186,484.0232724,505.3375942,495.5461636,520.4177944,494.2337849000001,504.0314547,488.2828038,411.0628272
2008-09-01,43.5,18,164.4,82.7,5.1,27.7,25.344722222222224,569.0582975,434.1653893,1132.352713,426.7128049,562.7668275,486.3959161,669.1322632,743.9882747,1291.464809,776.538232,1087.92069,411.9840989000001,452.2777772,1055.33428,509.0129726,746.8308840000001,1789.005608,1352.122759,440.9714235,595.7301164,486.1142857,634.372239,605.9077098,562.9478355,458.3732336,550.0396274,457.6490005,889.8099174,516.2599883,673.2184615,653.1699816,514.1398942999999,663.6170213,509.991436,495.403409,505.4946804,521.9054755,510.6582821,507.168339,519.6736794000001,514.7133756,363.7447917
